Year,Region,Commodity,Data Item,Value
2017,REGION 5 (AK ID OR WA),"CROPS, OTHER","CROPS, OTHER, (NOT LISTED), HONEY BEE POLLINATION - POLLINATION, MEASURED IN COLONIES","66,000"
2017,REGION 5 (AK ID OR WA),HAY,"HAY, CLOVER, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS","9,000"
2017,REGION 5 (AK ID OR WA),HAY,"HAY, CLOVER, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / ACRE",44.8
2017,REGION 5 (AK ID OR WA),HAY,"HAY, CLOVER, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / COLONY",39.6
2017,REGION 5 (AK ID OR WA),HAY,"HAY, CLOVER, HONEY BEE POLLINATION - POLLINATION, MEASURED IN COLONIES","15,500"
2017,REGION 5 (AK ID OR WA),MELONS,"MELONS, WATERMELON, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS","2,100"
2017,REGION 5 (AK ID OR WA),MELONS,"MELONS, WATERMELON, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / ACRE",74.7
2017,REGION 5 (AK ID OR WA),MELONS,"MELONS, WATERMELON, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / COLONY",50
2017,REGION 5 (AK ID OR WA),MELONS,"MELONS, WATERMELON, HONEY BEE POLLINATION - POLLINATION, MEASURED IN COLONIES","3,400"
2017,REGION 5 (AK ID OR WA),PEACHES,"PEACHES, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / COLONY",46
2017,REGION 5 (AK ID OR WA),PEACHES,"PEACHES, HONEY BEE POLLINATION - POLLINATION, MEASURED IN COLONIES","2,400"
2017,REGION 5 (AK ID OR WA),PEACHES & NECTARINES,"PEACHES & NECTARINES, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS","2,050"
2017,REGION 5 (AK ID OR WA),PEACHES & NECTARINES,"PEACHES & NECTARINES, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / ACRE",49.7
2017,REGION 5 (AK ID OR WA),PEARS,"PEARS, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS","20,700"
2017,REGION 5 (AK ID OR WA),PEARS,"PEARS, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / ACRE",61.9
2017,REGION 5 (AK ID OR WA),PEARS,"PEARS, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / COLONY",55.7
2017,REGION 5 (AK ID OR WA),PEARS,"PEARS, HONEY BEE POLLINATION - POLLINATION, MEASURED IN COLONIES","24,000"
2017,REGION 5 (AK ID OR WA),RASPBERRIES,"RASPBERRIES, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS","6,500"
2017,REGION 5 (AK ID OR WA),RASPBERRIES,"RASPBERRIES, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / ACRE",42.9
2017,REGION 5 (AK ID OR WA),RASPBERRIES,"RASPBERRIES, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / COLONY",33.4
2017,REGION 5 (AK ID OR WA),RASPBERRIES,"RASPBERRIES, HONEY BEE POLLINATION - POLLINATION, MEASURED IN COLONIES","10,000"
2017,REGION 6 & 7 (AZ CA HI),ALMONDS,"ALMONDS, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS","928,600"
2017,REGION 6 & 7 (AZ CA HI),ALMONDS,"ALMONDS, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / ACRE",272
2017,REGION 6 & 7 (AZ CA HI),ALMONDS,"ALMONDS, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / COLONY",171
2017,REGION 6 & 7 (AZ CA HI),ALMONDS,"ALMONDS, HONEY BEE POLLINATION - POLLINATION, MEASURED IN COLONIES","1,480,000"
2017,REGION 6 & 7 (AZ CA HI),APPLES,"APPLES, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS","7,100"
2017,REGION 6 & 7 (AZ CA HI),APPLES,"APPLES, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / ACRE",46.6
2017,REGION 6 & 7 (AZ CA HI),APPLES,"APPLES, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / COLONY",45.3
2017,REGION 6 & 7 (AZ CA HI),APPLES,"APPLES, HONEY BEE POLLINATION - POLLINATION, MEASURED IN COLONIES","7,500"
2017,REGION 6 & 7 (AZ CA HI),BLUEBERRIES,"BLUEBERRIES, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS","2,800"
2017,REGION 6 & 7 (AZ CA HI),BLUEBERRIES,"BLUEBERRIES, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / ACRE",188
2017,REGION 6 & 7 (AZ CA HI),BLUEBERRIES,"BLUEBERRIES, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / COLONY",106
2017,REGION 6 & 7 (AZ CA HI),BLUEBERRIES,"BLUEBERRIES, HONEY BEE POLLINATION - POLLINATION, MEASURED IN COLONIES","5,000"
2017,REGION 6 & 7 (AZ CA HI),CHERRIES,"CHERRIES, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS","25,900"
2017,REGION 6 & 7 (AZ CA HI),CHERRIES,"CHERRIES, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / ACRE",147
2017,REGION 6 & 7 (AZ CA HI),CHERRIES,"CHERRIES, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / COLONY",71.3
2017,REGION 6 & 7 (AZ CA HI),CHERRIES,"CHERRIES, HONEY BEE POLLINATION - POLLINATION, MEASURED IN COLONIES","54,000"
2017,REGION 6 & 7 (AZ CA HI),CROP TOTALS,"CROP TOTALS, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS","1,122,250"
2017,REGION 6 & 7 (AZ CA HI),CROP TOTALS,"CROP TOTALS, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / ACRE",239
2017,REGION 6 & 7 (AZ CA HI),CROP TOTALS,"CROP TOTALS, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / COLONY",146.2
2017,REGION 6 & 7 (AZ CA HI),CROP TOTALS,"CROP TOTALS, HONEY BEE POLLINATION - POLLINATION, MEASURED IN COLONIES","1,865,300"
2017,REGION 6 & 7 (AZ CA HI),"CROPS, OTHER","CROPS, OTHER, (NOT LISTED), HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS","48,400"
2017,REGION 6 & 7 (AZ CA HI),"CROPS, OTHER","CROPS, OTHER, (NOT LISTED), HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / ACRE",88.7
2017,REGION 6 & 7 (AZ CA HI),"CROPS, OTHER","CROPS, OTHER, (NOT LISTED), HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / COLONY",50
2017,REGION 6 & 7 (AZ CA HI),"CROPS, OTHER","CROPS, OTHER, (NOT LISTED), HONEY BEE POLLINATION - POLLINATION, MEASURED IN COLONIES","172,000"
2017,REGION 6 & 7 (AZ CA HI),CUCUMBERS,"CUCUMBERS, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS","2,250"
2017,REGION 6 & 7 (AZ CA HI),CUCUMBERS,"CUCUMBERS, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / ACRE",47.5
2017,REGION 6 & 7 (AZ CA HI),CUCUMBERS,"CUCUMBERS, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / COLONY",40.1
2017,REGION 6 & 7 (AZ CA HI),CUCUMBERS,"CUCUMBERS, HONEY BEE POLLINATION - POLLINATION, MEASURED IN COLONIES","3,300"
2017,REGION 6 & 7 (AZ CA HI),HAY,"HAY, ALFALFA, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS","24,200"
2017,REGION 6 & 7 (AZ CA HI),HAY,"HAY, ALFALFA, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / ACRE",107
2017,REGION 6 & 7 (AZ CA HI),HAY,"HAY, ALFALFA, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / COLONY",49.3
2017,REGION 6 & 7 (AZ CA HI),HAY,"HAY, ALFALFA, HONEY BEE POLLINATION - POLLINATION, MEASURED IN COLONIES","37,000"
2017,REGION 6 & 7 (AZ CA HI),MELONS,"MELONS, CANTALOUP, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS","34,400"
2017,REGION 6 & 7 (AZ CA HI),MELONS,"MELONS, CANTALOUP, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / ACRE",55.6
2017,REGION 6 & 7 (AZ CA HI),MELONS,"MELONS, CANTALOUP, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / COLONY",44.6
2017,REGION 6 & 7 (AZ CA HI),MELONS,"MELONS, CANTALOUP, HONEY BEE POLLINATION - POLLINATION, MEASURED IN COLONIES","43,000"
2017,REGION 6 & 7 (AZ CA HI),MELONS,"MELONS, WATERMELON, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS","12,700"
2017,REGION 6 & 7 (AZ CA HI),MELONS,"MELONS, WATERMELON, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / ACRE",57.9
2017,REGION 6 & 7 (AZ CA HI),MELONS,"MELONS, WATERMELON, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / COLONY",38.6
2017,REGION 6 & 7 (AZ CA HI),MELONS,"MELONS, WATERMELON, HONEY BEE POLLINATION - POLLINATION, MEASURED IN COLONIES","20,000"
2017,REGION 6 & 7 (AZ CA HI),RASPBERRIES,"RASPBERRIES, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS","5,300"
2017,REGION 6 & 7 (AZ CA HI),RASPBERRIES,"RASPBERRIES, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / ACRE",72
2017,REGION 6 & 7 (AZ CA HI),RASPBERRIES,"RASPBERRIES, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / COLONY",44
2017,REGION 6 & 7 (AZ CA HI),RASPBERRIES,"RASPBERRIES, HONEY BEE POLLINATION - POLLINATION, MEASURED IN COLONIES","8,500"
2017,REGION 6 & 7 (AZ CA HI),SUNFLOWER,"SUNFLOWER, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS","30,600"
2017,REGION 6 & 7 (AZ CA HI),SUNFLOWER,"SUNFLOWER, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / ACRE",42.5
2017,REGION 6 & 7 (AZ CA HI),SUNFLOWER,"SUNFLOWER, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / COLONY",37.7
2017,REGION 6 & 7 (AZ CA HI),SUNFLOWER,"SUNFLOWER, HONEY BEE POLLINATION - POLLINATION, MEASURED IN COLONIES","35,000"
2016,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),APPLES,"APPLES, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS","83,400"
2016,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),APPLES,"APPLES, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / ACRE",33
2016,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),APPLES,"APPLES, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / COLONY",69.9
2016,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),APPLES,"APPLES, HONEY BEE POLLINATION - POLLINATION, MEASURED IN COLONIES","46,000"
2016,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),BLUEBERRIES,"BLUEBERRIES, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS","37,500"
2016,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),BLUEBERRIES,"BLUEBERRIES, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / ACRE",147
2016,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),BLUEBERRIES,"BLUEBERRIES, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / COLONY",88.2
2016,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),BLUEBERRIES,"BLUEBERRIES, HONEY BEE POLLINATION - POLLINATION, MEASURED IN COLONIES","65,000"
2016,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),CHERRIES,"CHERRIES, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS","26,600"
2016,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),CHERRIES,"CHERRIES, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / ACRE",21.9
2016,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),CHERRIES,"CHERRIES, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / COLONY",55
2016,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),CHERRIES,"CHERRIES, HONEY BEE POLLINATION - POLLINATION, MEASURED IN COLONIES","15,000"
2016,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),CRANBERRIES,"CRANBERRIES, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS","30,300"
2016,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),CRANBERRIES,"CRANBERRIES, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / ACRE",167
2016,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),CRANBERRIES,"CRANBERRIES, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / COLONY",77.9
2016,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),CRANBERRIES,"CRANBERRIES, HONEY BEE POLLINATION - POLLINATION, MEASURED IN COLONIES","66,000"
2016,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),CROP TOTALS,"CROP TOTALS, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS","242,350"
2016,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),CROP TOTALS,"CROP TOTALS, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / ACRE",66
2016,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),CROP TOTALS,"CROP TOTALS, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / COLONY",74.5
2016,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),CROP TOTALS,"CROP TOTALS, HONEY BEE POLLINATION - POLLINATION, MEASURED IN COLONIES","248,900"
2016,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),"CROPS, OTHER","CROPS, OTHER, (COMBINED), HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS","7,100"
2016,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),"CROPS, OTHER","CROPS, OTHER, (COMBINED), HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / ACRE",31
2016,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),"CROPS, OTHER","CROPS, OTHER, (COMBINED), HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / COLONY",49.9
2016,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),"CROPS, OTHER","CROPS, OTHER, (COMBINED), HONEY BEE POLLINATION - POLLINATION, MEASURED IN COLONIES","17,500"
2016,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),CUCUMBERS,"CUCUMBERS, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS","29,100"
2016,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),CUCUMBERS,"CUCUMBERS, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / ACRE",29.4
2016,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),CUCUMBERS,"CUCUMBERS, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / COLONY",62.7
2016,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),CUCUMBERS,"CUCUMBERS, HONEY BEE POLLINATION - POLLINATION, MEASURED IN COLONIES","15,000"
2016,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),MELONS,"MELONS, WATERMELON, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS","5,600"
2016,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),MELONS,"MELONS, WATERMELON, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / ACRE",40.4
2016,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),MELONS,"MELONS, WATERMELON, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / COLONY",78.1
2016,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),MELONS,"MELONS, WATERMELON, HONEY BEE POLLINATION - POLLINATION, MEASURED IN COLONIES","3,700"
2016,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),PEACHES,"PEACHES, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / COLONY",58.5
2016,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),PEACHES,"PEACHES, HONEY BEE POLLINATION - POLLINATION, MEASURED IN COLONIES","2,200"
2016,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),PEACHES & NECTARINES,"PEACHES & NECTARINES, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS","2,150"
2016,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),PEACHES & NECTARINES,"PEACHES & NECTARINES, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / ACRE",33.9
2016,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),PUMPKINS,"PUMPKINS, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS","11,200"
2016,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),PUMPKINS,"PUMPKINS, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / ACRE",32.4
2016,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),PUMPKINS,"PUMPKINS, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / COLONY",76.8
2016,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),PUMPKINS,"PUMPKINS, HONEY BEE POLLINATION - POLLINATION, MEASURED IN COLONIES","11,000"
2016,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),SQUASH,"SQUASH, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS","9,400"
2016,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),SQUASH,"SQUASH, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / ACRE",32.3
2016,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),SQUASH,"SQUASH, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / COLONY",74.1
2016,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),SQUASH,"SQUASH, HONEY BEE POLLINATION - POLLINATION, MEASURED IN COLONIES","7,500"
2016,REGION 2 (AL DE GA KY MD NC SC TN VA WV),APPLES,"APPLES, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS","21,200"
2016,REGION 2 (AL DE GA KY MD NC SC TN VA WV),APPLES,"APPLES, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / ACRE",15.9
2016,REGION 2 (AL DE GA KY MD NC SC TN VA WV),APPLES,"APPLES, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / COLONY",48.6
2016,REGION 2 (AL DE GA KY MD NC SC TN VA WV),APPLES,"APPLES, HONEY BEE POLLINATION - POLLINATION, MEASURED IN COLONIES","8,500"
2016,REGION 2 (AL DE GA KY MD NC SC TN VA WV),BLUEBERRIES,"BLUEBERRIES, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS","15,900"
2016,REGION 2 (AL DE GA KY MD NC SC TN VA WV),BLUEBERRIES,"BLUEBERRIES, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / ACRE",81.8
2016,REGION 2 (AL DE GA KY MD NC SC TN VA WV),BLUEBERRIES,"BLUEBERRIES, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / COLONY",53.7
2016,REGION 2 (AL DE GA KY MD NC SC TN VA WV),BLUEBERRIES,"BLUEBERRIES, HONEY BEE POLLINATION - POLLINATION, MEASURED IN COLONIES","33,000"
2016,REGION 2 (AL DE GA KY MD NC SC TN VA WV),CROP TOTALS,"CROP TOTALS, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS","78,750"
2016,REGION 2 (AL DE GA KY MD NC SC TN VA WV),CROP TOTALS,"CROP TOTALS, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / ACRE",48.4
2016,REGION 2 (AL DE GA KY MD NC SC TN VA WV),CROP TOTALS,"CROP TOTALS, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / COLONY",57.8
2016,REGION 2 (AL DE GA KY MD NC SC TN VA WV),CROP TOTALS,"CROP TOTALS, HONEY BEE POLLINATION - POLLINATION, MEASURED IN COLONIES","88,600"
2016,REGION 2 (AL DE GA KY MD NC SC TN VA WV),"CROPS, OTHER","CROPS, OTHER, (COMBINED), HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS","2,050"
2016,REGION 2 (AL DE GA KY MD NC SC TN VA WV),"CROPS, OTHER","CROPS, OTHER, (COMBINED), HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / ACRE",39.3
2016,REGION 2 (AL DE GA KY MD NC SC TN VA WV),"CROPS, OTHER","CROPS, OTHER, (COMBINED), HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / COLONY",59.6
2016,REGION 2 (AL DE GA KY MD NC SC TN VA WV),"CROPS, OTHER","CROPS, OTHER, (COMBINED), HONEY BEE POLLINATION - POLLINATION, MEASURED IN COLONIES","6,500"
2016,REGION 2 (AL DE GA KY MD NC SC TN VA WV),CUCUMBERS,"CUCUMBERS, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS","9,300"
2016,REGION 2 (AL DE GA KY MD NC SC TN VA WV),CUCUMBERS,"CUCUMBERS, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / ACRE",45.7
2016,REGION 2 (AL DE GA KY MD NC SC TN VA WV),CUCUMBERS,"CUCUMBERS, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / COLONY",55.2
2016,REGION 2 (AL DE GA KY MD NC SC TN VA WV),CUCUMBERS,"CUCUMBERS, HONEY BEE POLLINATION - POLLINATION, MEASURED IN COLONIES","9,000"
2016,REGION 2 (AL DE GA KY MD NC SC TN VA WV),MELONS,"MELONS, CANTALOUP, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS","2,200"
2016,REGION 2 (AL DE GA KY MD NC SC TN VA WV),MELONS,"MELONS, CANTALOUP, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / ACRE",43
2016,REGION 2 (AL DE GA KY MD NC SC TN VA WV),MELONS,"MELONS, CANTALOUP, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / COLONY",56.1
2016,REGION 2 (AL DE GA KY MD NC SC TN VA WV),MELONS,"MELONS, CANTALOUP, HONEY BEE POLLINATION - POLLINATION, MEASURED IN COLONIES","2,500"
2016,REGION 2 (AL DE GA KY MD NC SC TN VA WV),MELONS,"MELONS, WATERMELON, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS","15,300"
2016,REGION 2 (AL DE GA KY MD NC SC TN VA WV),MELONS,"MELONS, WATERMELON, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / ACRE",71.6
2016,REGION 2 (AL DE GA KY MD NC SC TN VA WV),MELONS,"MELONS, WATERMELON, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / COLONY",69.8
2016,REGION 2 (AL DE GA KY MD NC SC TN VA WV),MELONS,"MELONS, WATERMELON, HONEY BEE POLLINATION - POLLINATION, MEASURED IN COLONIES","17,000"
2016,REGION 2 (AL DE GA KY MD NC SC TN VA WV),PUMPKINS,"PUMPKINS, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS","5,200"
2016,REGION 2 (AL DE GA KY MD NC SC TN VA WV),PUMPKINS,"PUMPKINS, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / ACRE",31.6
2016,REGION 2 (AL DE GA KY MD NC SC TN VA WV),PUMPKINS,"PUMPKINS, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / COLONY",63
2016,REGION 2 (AL DE GA KY MD NC SC TN VA WV),PUMPKINS,"PUMPKINS, HONEY BEE POLLINATION - POLLINATION, MEASURED IN COLONIES","4,600"
2016,REGION 2 (AL DE GA KY MD NC SC TN VA WV),SQUASH,"SQUASH, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS","5,600"
2016,REGION 2 (AL DE GA KY MD NC SC TN VA WV),SQUASH,"SQUASH, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / ACRE",37.2
2016,REGION 2 (AL DE GA KY MD NC SC TN VA WV),SQUASH,"SQUASH, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / COLONY",47.9
2016,REGION 2 (AL DE GA KY MD NC SC TN VA WV),SQUASH,"SQUASH, HONEY BEE POLLINATION - POLLINATION, MEASURED IN COLONIES","5,500"
2016,REGION 2 (AL DE GA KY MD NC SC TN VA WV),"VEGETABLES, OTHER","VEGETABLES, OTHER, (COMBINED, EXCL POTATOES), HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS","2,000"
2016,REGION 2 (AL DE GA KY MD NC SC TN VA WV),"VEGETABLES, OTHER","VEGETABLES, OTHER, (COMBINED, EXCL POTATOES), HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / ACRE",44.9
2016,REGION 2 (AL DE GA KY MD NC SC TN VA WV),"VEGETABLES, OTHER","VEGETABLES, OTHER, (COMBINED, EXCL POTATOES), HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / COLONY",85.6
2016,REGION 2 (AL DE GA KY MD NC SC TN VA WV),"VEGETABLES, OTHER","VEGETABLES, OTHER, (COMBINED, EXCL POTATOES), HONEY BEE POLLINATION - POLLINATION, MEASURED IN COLONIES","2,000"
2016,REGION 3 (AR FL LA MO MS NM OK TX),BLUEBERRIES,"BLUEBERRIES, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS","3,150"
2016,REGION 3 (AR FL LA MO MS NM OK TX),BLUEBERRIES,"BLUEBERRIES, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / ACRE",87.5
2016,REGION 3 (AR FL LA MO MS NM OK TX),BLUEBERRIES,"BLUEBERRIES, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / COLONY",43.3
2016,REGION 3 (AR FL LA MO MS NM OK TX),BLUEBERRIES,"BLUEBERRIES, HONEY BEE POLLINATION - POLLINATION, MEASURED IN COLONIES","8,500"
